0|0,418|26,03|-1331,9|0|1|0|0|0|1|-1|1
0,175|0,418|25,438|-1331,9|0|1|0|0|0|7|-7|1
0,35|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
0,525|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
0,7|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
0,875|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
1,05|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
1,225|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
1,4|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
1,575|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
1,75|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
1,925|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
2,1|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
2,275|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
2,45|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
2,625|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
2,8|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
2,975|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
3,15|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
3,325|0,418|25,047|-1331,9|0|1|0|0|0|0|0|1
3,5|0,361|25,047|-1332,003|0|1|0|-0,1|0|5|0|1
3,675|-0,11|25,047|-1332,86|0|1|0|-0,2|0|6|0|1
3,85|-0,542|25,047|-1333,813|0|1|0|-0,2|0|6|0|1
4,025|-0,793|25,047|-1334,831|0|1|0|-0,1|0|6|0|1
4,2|-0,959|25,047|-1335,868|0|1|0|-0,1|0|6|0|1
4,375|-1,117|25,047|-1336,906|0|1|0|-0,1|0|6|0|1
4,55|-1,276|25,047|-1337,944|0|1|0|-0,1|0|6|0|1
4,725|-1,481|25,397|-1338,973|0|1|0|-0,1|0|10|8|1
4,9|-1,734|26,402|-1339,954|0|1|0|-0,2|1|6|3|1
5,075|-2,064|26,884|-1340,912|0|1|0|-0,2|1|7|3|1
5,25|-2,443|27,33|-1341,851|0|1|0|-0,2|1|7|3|1
5,425|-2,838|27,778|-1342,785|0|1|0|-0,2|1|7|3|1
5,6|-3,236|28,208|-1343,716|0|1|0|-0,2|1|6|3|1
5,775|-3,636|28,669|-1344,647|0|1|0|-0,2|1|6|3|1
5,95|-4,036|28,998|-1345,578|0|1|0|-0,2|0|6|-1|1
6,125|-4,436|28,379|-1346,509|0|1|0|-0,2|0|9|-7|1
6,3|-4,836|26,896|-1347,44|0|1|0|-0,2|0|12|-11|1
6,475|-5,229|24,692|-1348,374|0|1|0|-0,2|0|6|1|1
6,65|-5,451|24,85|-1349,355|0|1|0|-0,1|0|6|1|1
6,825|-5,451|25,079|-1350,378|0|1|0|0|0|6|1|1
7|-5,311|25,314|-1351,391|0|1|0|0,1|0|6|1|1
7,175|-5,076|25,55|-1352,385|0|1|0|0,1|0|12|10|1
7,35|-4,746|26,804|-1353,345|0|1|0|0,2|0|6|3|1
7,525|-4,27|27,317|-1354,237|0|0,9|0|0,3|1|6|2|1
7,7|-3,383|27,754|-1354,686|0|0,7|0|0,7|1|6|2|1
7,875|-2,373|28,183|-1354,746|0|0,7|0|0,7|1|6|3|1
8,05|-1,362|28,65|-1354,688|0|0,7|0|0,7|1|6|2|1
8,225|-0,352|29,071|-1354,599|0|0,7|0|0,7|1|6|3|1
8,4|0,658|29,584|-1354,516|0|0,7|0|0,7|1|6|2|1
8,575|1,67|30,021|-1354,481|0|0,7|0|0,7|1|6|2|1
